writings,['39040']
usa,"['39078', '39078', '39078', '38825', '38705', '38766', '38856', '38856', '38880', '38880', '38635', '38735', '38735', '38344', '38354', '38927', '37918', '39072', '38630', '37961', '38376', '38601', '39656', '39656', '38992', '39083', '38582', '38099', '38226', '38293', '38240', '38852', '38912', '39638', '39638', '39638', '38634', '38903', '38784', '39015', '38532', '39056', '38351', '38625', '39059', '39666', '38425', '38863', '38550', '38914', '39658', '38553', '38348', '38851', '38851', '38851', '38851', '38851', '38851', '38851', '39009', '38245', '38938', '38629', '38935', '39019', '37958', '38375', '38323', '39021', '39620', '39673', '37261', '39641', '38545', '38366', '38377', '38377', '38377', '38377', '38377', '38377', '38377', '38828', '38833', '38403', '38403', '38403', '38382', '39662', '39651', '39651', '39651', '39651', '39651', '38853', '38905']"
antialising,['38778']
fem,"['38851', '38851', '38851', '38377', '38377', '38377']"
frog,"['38706', '38706']"
procrastinate,['38867']
pagesat,"['39000', '38514']"
usu,['38650']
fer,['38667']
airmailing,['38778']
gert,"['38888', '38888', '37927']"
expanding,"['38452', '38782']"
recompile,['38625']
circuitous,['38981']
piatek,['38807']
inet,"['38968', '38894', '38928', '38864', '38963', '37932']"
sort,"['39078', '39078', '38679', '38999', '38441', '38436', '39024', '39638', '39638', '38793', '38518', '38459', '38553', '38577', '38577', '38941', '39625', '38627', '39632', '38636', '38559', '38267', '39044', '38682', '38682', '38809', '38333', '38686', '38463', '38633', '38403', '38403', '38769', '38769', '38584', '38922', '39003', '39642', '39642', '38456', '38456', '38331']"
clever,"['38978', '38778', '39673']"
inclined,"['39066', '38912', '39021']"
musician,['37937']
editable,['38506']
cooperate,['38809']
trilinear,"['38861', '38861']"
sore,['38962']
terramar,"['38376', '38853']"
cimad,['38619']
bisector,"['38339', '38339', '38422', '38320', '38432']"
rabbit,"['38743', '38723']"
brochure,['38653']
oster,['38753']
sculptor,['38360']
women,"['38791', '38391', '38391', '38391', '38884']"
annoy,['38304']
weighting,"['38852', '38375']"
kyriazis,"['38851', '38851', '38851', '38851', '38377', '38377', '38377', '38377']"
synoski,['38266']
worlds,"['37921', '38819']"
anywhere,"['39487', '38673', '38549', '38738', '38257', '38777', '37956', '38980', '39003', '38357']"
endian,['38303']
chin,['39676']
prefereably,['38654']
dropped,"['38363', '38363', '38428', '38428', '38452', '38452', '38392', '38392']"
peformance,['38873']
erikb,"['38708', '38708', '38708', '38708']"
proprietary,"['39078', '39078', '39078', '39078', '39675', '38927', '38927', '38376', '38376', '38852', '39638', '39638', '39638', '39638', '38693', '38933', '38985', '38375', '39673', '38403', '38403', '38403', '38403', '38853', '38853']"
tar,"['39078', '38376', '38376', '38376', '38852', '39638', '38778', '38375', '38994', '38855', '38403', '38853', '38853', '38853', '39738']"
tas,['38657']
calculation,"['38499', '38359', '38778', '38427', '38427', '38545']"
genbank,"['39059', '39059', '39059', '39059', '39059', '39059']"
inaccessible,"['39025', '38786']"
tax,"['38371', '38304', '38292', '38376', '38554', '38853']"
tad,"['38729', '38363', '38822', '38595']"
tae,"['38376', '38853']"
blurbs,['38669']
tag,"['38928', '38684', '39059', '39059', '38682', '38682', '38682', '39642', '39642', '39642', '39642', '39642', '39642']"
something,"['39066', '39657', '38829', '38486', '39078', '39078', '38505', '38505', '38814', '39035', '38918', '38729', '38856', '38371', '38353', '38615', '38615', '38669', '37918', '38484', '38791', '38480', '38921', '38945', '39033', '38605', '38376', '38379', '38773', '38356', '38873', '38762', '38226', '38549', '38643', '38725', '38758', '38852', '38852', '38659', '39638', '39638', '39032', '38784', '37930', '39631', '39631', '38964', '38834', '38447', '38449', '38359', '39061', '38567', '38301', '38969', '38988', '38535', '38535', '38812', '39666', '39041', '39041', '38899', '38860', '38257', '38970', '38970', '38970', '38778', '37933', '38363', '38363', '38843', '37950', '38577', '39031', '38884', '39625', '38824', '39632', '38383', '38369', '38822', '38822', '38533', '37934', '38851', '38851', '38746', '38876', '38777', '38963', '38963', '38547', '38471', '38375', '38375', '39629', '39629', '38451', '38461', '38387', '38394', '39673', '38428', '38765', '37943', '38377', '38377', '38576', '38911', '38731', '39008', '38980', '38403', '38403', '38861', '38861', '38861', '38566', '38452', '38468', '37917', '38853', '38251', '38542', '39003', '39003', '39003', '38897', '38595', '38456', '38392', '38392', '38875', '38411', '38411']"
tab,"['38682', '38682', '39642', '39642']"
chic,"['38461', '38396']"
serial,"['38486', '38505', '38635', '38250', '38250', '39489', '39489', '38801']"
tao,"['38416', '38851', '38377']"
galls,['39020']
storhaug,"['39497', '39497']"
sit,"['38326', '38897']"
clothing,"['38577', '38461', '38461', '38396', '38396']"
six,"['37961', '38692', '38624', '37955', '38707', '38707', '38636', '38636', '38475']"
brian,"['38814', '38814', '39487', '38655', '38655', '38864', '38376', '38582', '38796', '38536', '39631', '38700', '38700', '38224', '38677', '38677', '38707', '38707', '38707', '37952', '37952', '38774', '39001', '38924', '39500', '39500', '39500', '38576', '38576', '38861', '38944', '38853', '38456']"
dwa,['39495']
shimura,['38880']
languagine,['38362']
instead,"['39066', '39078', '39078', '39078', '39078', '38237', '38237', '38237', '38726', '37922', '37931', '38864', '38852', '39638', '39638', '39638', '39638', '38227', '38217', '39069', '38535', '39059', '39059', '38778', '38577', '39625', '39625', '38876', '38375', '40008', '38668', '39008', '38980', '38403', '38403', '38403', '38403', '38769', '38515', '38380', '39003']"
mccoy,['38700']
panic,['38635']
sin,"['39497', '39497', '38852', '38375']"
sim,['38257']
dmarble,['38753']
swedish,"['38441', '38536', '38539']"
administrator,"['38326', '38344', '38239', '38920', '38977', '38252', '39061', '39671', '38560', '39077', '38348', '38577', '39637', '38753', '37954', '38809', '38982', '39661', '38261', '38555', '38442', '38897']"
mystifying,['38906']
waldensoftware,['38297']
cosmic,"['38376', '37953', '38853']"
attend,"['38609', '37261', '38281']"
beeen,['39487']
immersed,['38257']
tact,"['38512', '38539', '38507']"
masks,"['38852', '38870', '38375']"
textural,"['38852', '38375']"
taco,"['37926', '38617']"
bgsuvax,"['38231', '38372']"
cuesta,"['38862', '38862', '38862', '38862']"
status,"['38848', '38931', '38904', '38460', '38947']"
bergen,"['38598', '38598', '38819', '38819', '38993', '38993', '38982', '38982', '38982', '38922', '38922']"
spatiales,['38692']
light,"['38842', '38842', '38842', '38842', '38842', '39084', '38376', '39011', '38259', '38259', '38259', '38577', '38781', '39632', '39632', '39632', '39632', '39632', '39632', '39632', '39632', '39632', '38810', '38810', '38810', '38810', '39057', '38991', '38248', '38853', '38338']"
texturing,"['38933', '38944', '38944', '38944']"
emanuel,['38575']
leinad,['37937']
cipiti,"['38240', '38240', '38240', '38240', '39056', '39056', '39056', '39056', '39641', '39641', '39641', '39641']"
mcgill,"['38252', '38698', '38698']"
crawling,['38257']
terminating,['38259']
preparing,"['39020', '38961', '38658', '38867']"
saturated,['38237']
knowledgable,"['39495', '38871']"
idiosyncrasies,['39032']
looks,"['39078', '38750', '37931', '38426', '38426', '38651', '37961', '37961', '38453', '38376', '38473', '39633', '38852', '38852', '39638', '39011', '38218', '38778', '38908', '38821', '39055', '39632', '38242', '38465', '38772', '38749', '38375', '38375', '38776', '38989', '38715', '38715', '38715', '38699', '38687', '38403', '38785', '38853']"
interpreter,"['38593', '38692', '38459', '38851', '38851', '38377', '38377', '38626']"
signetics,"['38486', '38505', '38801']"
glen,"['38450', '38450', '38406', '38406', '38818']"
superior,"['39078', '39078', '39078', '39078', '39078', '39078', '38237', '39638', '39638', '39638', '39638', '39638', '39638', '38277', '38403', '38403', '38403', '38403', '38403', '38403']"
digitizers,"['38376', '39489', '38853']"
vatti,"['38290', '38290', '38290']"
byu,['38634']
estimating,['38976']
newsgroup,"['38953', '38953', '38474', '38474', '39078', '38825', '38476', '38476', '38888', '38798', '38798', '38798', '38630', '38376', '38376', '38610', '38610', '38512', '38512', '38579', '38579', '38579', '38722', '38722', '38852', '38536', '38536', '38536', '38536', '38912', '39638', '38466', '38466', '38745', '38745', '38727', '38748', '38748', '39671', '38733', '38733', '38846', '38535', '37963', '38820', '38257', '38778', '38778', '38778', '38492', '38492', '38600', '38539', '38539', '38539', '38821', '38507', '38507', '38506', '38506', '38506', '38533', '38929', '38375', '38877', '38877', '38617', '38617', '38617', '38828', '38403', '38853', '38853', '38787', '38456']"
choose,"['38339', '38647', '38898', '37949', '38376', '38376', '38852', '38259', '38259', '38682', '38375', '38853', '38853', '39642']"
inspecting,"['39078', '39638', '38403']"
inconsistencies,"['37948', '37948']"
covered,"['39078', '38665', '39638', '38933', '38778', '38617', '38403']"
bye,"['38983', '38376', '38670', '38853']"
defining,"['39078', '38376', '38376', '38376', '39007', '38852', '38852', '39638', '38375', '38375', '38403', '38853', '38853', '38853']"
gles,['39007']
pending,"['38851', '38377']"
originator,"['38400', '38885', '38339', '38921', '38527', '38497', '38493', '38628', '38525', '38256', '39666', '39659', '38863', '38778', '38583', '39057', '39490', '38813', '38513', '38571', '38617', '38514', '38626', '38331', '38782']"
freeman,"['38729', '38729', '38262', '38570', '38570']"
amjad,"['38099', '38099', '38099', '38099', '38099', '38099']"
crash,"['39078', '38586', '39638', '38437', '38223', '38223', '38223', '38223', '38223', '38223', '38223', '38574', '38599', '38572', '38403', '37914']"
baraff,"['38258', '38248', '38248', '38248']"
wolfgang,"['38346', '38346']"
practice,"['38952', '39071', '38903', '38831', '38778', '38778', '38950', '38936', '39079', '38962']"
indexing,"['39078', '39078', '39078', '39638', '39638', '39638', '38831', '38851', '38377', '38403', '38403', '38403']"
emerald,['37924']
satellites,['38692']
impaired,"['38848', '38971']"
beeing,"['38441', '38536', '38539']"
raytracers,"['38270', '38270', '38294', '38851', '38851', '38851', '38851', '38377', '38377', '38377', '38377']"
gromi,['38689']
landings,"['38852', '38375']"
articles,"['39078', '38311', '39040', '38894', '38385', '38692', '38722', '39638', '38567', '38567', '38831', '38535', '39059', '39059', '38741', '38346', '38851', '38851', '38851', '38851', '38851', '38685', '38489', '38489', '38489', '38629', '39490', '39047', '38377', '38377', '38377', '38377', '38377', '38617', '38403', '38922', '38922', '38897', '38897', '38897', '38897', '38897', '38897', '38897', '38596']"
billj,"['38596', '38596', '38596']"
crt,"['39632', '39632', '39632', '39632', '39632', '39632', '38264']"
trac,['39009']
edit,"['38726', '38575', '38534', '38898', '38945', '38391', '38852', '38852', '38820', '38820', '38851', '38963', '38963', '38375', '38375', '38686', '38300', '38377', '38980', '38980', '38980', '39003', '39003', '39003', '39003']"
powerfull,"['38945', '38820', '38963']"
nfl,['39009']
billy,['38305']
transmitted,"['38842', '38810']"
trap,['39030']
hotline,"['38851', '38377']"
erratic,['39487']
billw,['38909']
geigel,"['38274', '38274', '38274', '38274']"
photopaint,['38823']
related,"['38871', '38871', '38871', '38894', '38444', '38376', '38510', '38598', '38848', '38852', '38362', '38839', '39646', '38290', '39667', '38361', '38778', '38778', '38778', '38778', '38913', '38369', '38851', '38851', '38851', '38851', '38851', '38851', '38375', '39664', '38377', '38377', '38377', '38377', '38377', '38377', '38626', '38853', '38897', '38897']"
readding,"['38478', '38405', '38642']"
akman,['39651']
increases,['38338']
remove,"['38856', '38462', '38462', '38309', '38921', '38852', '37948', '38851', '38375', '38377', '38897', '38454', '38454']"
geiger,['38651']
relates,['38897']
category,"['38852', '38993', '38375']"
respects,"['38769', '38769']"
vcd,['39005']
acknowledgment,"['39489', '38682', '39642']"
banking,"['38993', '38993', '39653']"
integrates,"['38743', '38376', '38853']"
chaos,['38429']
polylines,"['38856', '38856', '38921', '38921', '38376', '38853']"
vcr,"['38473', '38852', '37953', '37953', '38375']"
performs,"['39078', '38376', '39007', '39007', '39007', '39007', '39007', '39007', '39007', '39007', '38692', '38852', '39638', '38375', '38403', '38853']"
sutherlands,['38944']
supports,"['39078', '39078', '39078', '39078', '38986', '38743', '38927', '38898', '38376', '38376', '38376', '38376', '39007', '38293', '38293', '38738', '38852', '38852', '38852', '38852', '38852', '38852', '38852', '38852', '38852', '38852', '39638', '39638', '39638', '39056', '37937', '38933', '38933', '38227', '39030', '38217', '38778', '38881', '38259', '38544', '38851', '38851', '38330', '38893', '38264', '38682', '38682', '38375', '38375', '38375', '38375', '38375', '38375', '38375', '38375', '38375', '38375', '39654', '38377', '38377', '38403', '38403', '38403', '38803', '38944', '38509', '38853', '38853', '38853', '38853', '39642', '39642']"
adpro,"['39078', '39638', '38403']"
gridlines,['38769']
machbanding,"['37950', '37950', '37950', '37950', '37917', '37917', '37917', '37917']"
stereoscope,['38229']
dictionary,"['37949', '37949', '38993', '39673']"
maintains,"['38376', '38778', '38778', '38853']"
york,"['38311', '38968', '38501', '39622', '38309', '38613', '38999', '38999', '37961', '38376', '38852', '38852', '38230', '38560', '38257', '38778', '38778', '38477', '38851', '38851', '38460', '38375', '38375', '39677', '38377', '38377', '38769', '38769', '38555', '38853']"
ridcully,['38492']
usual,"['38554', '38852', '38491', '38531', '38299', '38218', '38257', '38517', '38851', '38375', '38877', '39664', '38377']"
conflicts,['38250']
yorg,"['38701', '38701', '38701', '38701', '38701']"
philip,"['38770', '38778', '38543', '38544']"
obscure,['38671']
river,"['38376', '38290', '38853']"
organic,"['38851', '38377']"
waterloo,"['39639', '39639', '38778']"
g,"['38635', '38551', '38551', '38898', '38376', '38920', '38608', '38608', '38940', '38846', '38981', '38720', '38720', '37959', '39632', '38416', '38810', '38851', '38851', '38633', '38377', '38377', '38248', '38853', '38787']"
informs,['38658']
someday,['38778']
raves,['38461']
feasible,['38304']
ravishankar,['38460']
pasting,['38720']
ltd,"['38880', '38677', '38288', '38993']"
hence,"['39078', '38856', '39638', '38493', '38777', '39673', '38403', '38308']"
locating,['38517']
museum,"['39059', '38993', '38993']"
isbn,"['38871', '38422', '38376', '38470', '38470', '38470', '38230', '38246', '39052', '38870', '38223', '39059', '39059', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '38778', '40027', '38753', '38258', '38248', '38248', '38853']"
